item name,size,colour,shape,status
Brinjal,large,vibrant,irregular,fertilized
Mango,large,vibrant,round,fertilized
Mango,small,dull,round,organic
Carrot,large,irregular,oval,fertilized
Carrot,medium,neutral,oval,organic
Garlic,small,dull,round,organic
Grapes,small,dull,oval,organic
Pomegranate,medium,vibrant,irregular,fertilized
Grapes,large,vibrant,round,fertilized
Carrot,medium,vibrant,oval,organic
Ivy gourd,large,vibrant,round,fertilized
Guava,medium,neutral,oval,organic
Guava,medium,vibrant,elongated,fertilized
Brinjal,medium,neutral,round,organic
Garlic,medium,neutral,round,organic
Brinjal,large,vibrant,irregular,fertilized
Grapes,large,vibrant,oval,fertilized
Beetroot,large,neutral,elongated,organic
Beetroot,small,dull,oval,organic
Apple,large,vibrant,round,fertilized
Grapes,medium,dull,irregular,organic
Sapota,large,neutral,elongated,organic
Orange,large,vibrant,round,fertilized
Brinjal,small,neutral,round,organic
Mango,small,dull,round,organic
Guava,medium,dull,oval,organic
Apple,medium,vibrant,oval,fertilized
Grapes,medium,irregular,elongated,fertilized
Banana,large,vibrant,round,fertilized
Onion,small,dull,round,organic
Garlic,medium,dull,round,organic
Pomegranate,medium,neutral,oval,organic
Beetroot,large,vibrant,irregular,fertilized
Brinjal,small,neutral,oval,organic
Mango,small,dull,oval,organic
Brinjal,medium,vibrant,elongated,fertilized
Grapes,large,vibrant,oval,fertilized
Onion,large,dull,oval,fertilized
Sapota,medium,dull,round,organic
Pomegranate,large,vibrant,oval,fertilized
Beetroot,large,irregular,round,organic
Ivy gourd,medium,vibrant,oval,fertilized
Grapes,medium,dull,oval,organic
Beetroot,medium,vibrant,oval,fertilized
Beetroot,large,neutral,oval,fertilized
Mango,large,vibrant,round,fertilized
Guava,medium,neutral,irregular,organic
Carrot,large,irregular,oval,fertilized
Mango,large,vibrant,round,fertilized
Orange,small,dull,round,organic
Apple,large,vibrant,elongated,fertilized
Sapota,small,neutral,oval,organic
Mango,small,neutral,round,organic
Apple,medium,dull,oval,organic
Carrot,large,vibrant,round,fertilized
Orange,medium,irregular,elongated,fertilized
Ivy gourd,medium,vibrant,oval,fertilized
Garlic,medium,dull,oval,organic
Sapota,medium,dull,irregular,organic
Ivy gourd,large,neutral,oval,organic
Carrot,large,irregular,irregular,fertilized
Mango,medium,dull,round,organic
Orange,medium,dull,oval,fertilized
Orange,medium,vibrant,irregular,organic
Banana,large,vibrant,irregular,fertilized
Orange,large,neutral,oval,fertilized
Brinjal,medium,vibrant,oval,organic
Carrot,medium,dull,oval,organic
Banana,large,vibrant,oval,fertilized
Guava,large,vibrant,oval,fertilized
Ivy gourd,small,vibrant,oval,organic
Orange,medium,dull,elongated,organic
Garlic,large,vibrant,elongated,fertilized
Banana,large,vibrant,oval,fertilized
Garlic,small,dull,round,organic
Banana,medium,vibrant,irregular,fertilized
Mango,small,neutral,oval,organic
Mango,small,dull,oval,organic
Apple,large,vibrant,irregular,fertilized
Papaya,large,vibrant,round,fertilized
Banana,large,vibrant,elongated,fertilized
Banana,medium,neutral,irregular,organic
Brinjal,medium,dull,oval,organic
Banana,large,vibrant,oval,fertilized
Beetroot,large,vibrant,round,fertilized
Ivy gourd,small,vibrant,elongated,fertilized
Sapota,large,neutral,oval,fertilized
Pomegranate,large,vibrant,oval,fertilized
Banana,medium,vibrant,round,fertilized
Carrot,medium,vibrant,oval,fertilized
Sapota,medium,dull,oval,organic
Ivy gourd,large,vibrant,round,fertilized
Sapota,medium,vibrant,irregular,organic
Carrot,medium,dull,irregular,organic
Ivy gourd,large,vibrant,round,fertilized
Orange,medium,dull,oval,organic
Pomegranate,medium,neutral,oval,organic
Beetroot,medium,vibrant,oval,organic
Grapes,small,dull,irregular,organic
Orange,large,neutral,oval,fertilized
Pomegranate,large,irregular,round,fertilized
Guava,small,vibrant,elongated,organic
Papaya,medium,neutral,round,fertilized
Orange,large,dull,round,fertilized
Orange,large,irregular,oval,fertilized
Orange,large,vibrant,oval,fertilized
Grapes,medium,dull,irregular,organic
Brinjal,large,dull,oval,fertilized
Pomegranate,small,dull,round,organic
Brinjal,medium,irregular,round,organic
Garlic,medium,dull,round,organic
Apple,large,neutral,round,fertilized
Mango,large,vibrant,oval,fertilized
Orange,medium,neutral,oval,fertilized
Apple,medium,vibrant,round,fertilized
Beetroot,small,neutral,round,organic
Garlic,large,vibrant,oval,fertilized
Banana,medium,neutral,irregular,organic
Carrot,medium,irregular,irregular,organic
Orange,small,neutral,oval,organic
Apple,medium,neutral,round,organic
Carrot,medium,irregular,round,organic
Garlic,small,dull,oval,organic
Mango,large,vibrant,oval,fertilized
Pomegranate,small,irregular,oval,organic
Guava,medium,dull,round,organic
Carrot,large,vibrant,oval,fertilized
Apple,medium,neutral,oval,organic
Ivy gourd,small,dull,round,fertilized
Sapota,medium,vibrant,oval,fertilized
Banana,small,vibrant,round,organic
Papaya,large,vibrant,oval,fertilized
Mango,small,neutral,elongated,organic
Garlic,large,dull,irregular,organic
Grapes,medium,neutral,irregular,organic
Beetroot,large,vibrant,oval,fertilized
Papaya,medium,vibrant,oval,organic
Beetroot,medium,dull,oval,organic
Garlic,small,dull,round,organic
Grapes,large,dull,round,organic
Banana,small,dull,elongated,organic
Ivy gourd,large,irregular,round,fertilized
Grapes,small,neutral,round,organic
Grapes,small,neutral,round,organic
Garlic,large,vibrant,round,fertilized
Pomegranate,medium,vibrant,round,fertilized
Garlic,large,neutral,oval,fertilized
Apple,medium,irregular,oval,organic
Sapota,medium,neutral,oval,organic
Apple,large,neutral,irregular,fertilized
Brinjal,large,dull,elongated,fertilized
Banana,large,vibrant,oval,fertilized
Garlic,medium,neutral,oval,organic
Grapes,medium,neutral,oval,organic
Beetroot,large,vibrant,irregular,fertilized
Beetroot,medium,dull,round,organic
Beetroot,medium,irregular,round,organic
Beetroot,medium,neutral,round,organic
Guava,large,vibrant,round,fertilized
Beetroot,large,neutral,round,organic
Garlic,large,vibrant,round,fertilized
Pomegranate,medium,neutral,irregular,organic
Grapes,medium,dull,irregular,organic
Orange,medium,dull,elongated,organic
Pomegranate,medium,vibrant,irregular,fertilized
Carrot,medium,irregular,oval,fertilized
Carrot,medium,neutral,irregular,organic
Brinjal,large,vibrant,round,fertilized
Orange,medium,dull,irregular,organic
Mango,small,dull,round,fertilized
Brinjal,small,irregular,irregular,organic
Mango,medium,vibrant,round,fertilized
Mango,small,dull,oval,organic
Guava,small,dull,round,organic
Carrot,medium,vibrant,elongated,fertilized
Carrot,large,dull,irregular,fertilized
Brinjal,medium,irregular,oval,organic
Sapota,large,vibrant,oval,fertilized
Garlic,small,vibrant,elongated,organic
Sapota,small,dull,oval,organic
Papaya,large,vibrant,round,fertilized
Grapes,small,vibrant,oval,fertilized
Brinjal,medium,neutral,irregular,organic
Mango,large,vibrant,oval,fertilized
Mango,medium,dull,elongated,organic
Apple,large,vibrant,round,fertilized
Ivy gourd,small,vibrant,round,fertilized
Ivy gourd,medium,vibrant,elongated,fertilized
Guava,large,dull,oval,fertilized
Orange,large,vibrant,elongated,fertilized
Grapes,medium,vibrant,round,fertilized
Apple,large,vibrant,round,fertilized
Apple,large,dull,oval,organic
Pomegranate,medium,neutral,round,fertilized
Guava,small,dull,round,organic
Banana,medium,vibrant,round,fertilized
Apple,small,vibrant,oval,fertilized
Brinjal,medium,vibrant,oval,fertilized
Ivy gourd,large,vibrant,elongated,fertilized
Carrot,medium,vibrant,oval,fertilized
Grapes,small,dull,irregular,organic
Carrot,small,vibrant,round,organic
Garlic,small,irregular,irregular,organic
Papaya,large,vibrant,oval,fertilized
Pomegranate,large,dull,oval,fertilized
Apple,small,dull,irregular,organic
Mango,medium,vibrant,oval,fertilized
Onion,small,dull,irregular,organic
Orange,medium,dull,oval,organic
Guava,large,neutral,oval,organic
Carrot,medium,dull,elongated,organic
Beetroot,small,dull,irregular,organic
Mango,large,vibrant,round,fertilized
Sapota,small,irregular,round,fertilized
Mango,large,dull,round,fertilized
Beetroot,large,vibrant,round,fertilized
Orange,medium,neutral,irregular,organic
Grapes,small,vibrant,round,organic
Papaya,medium,vibrant,round,fertilized
Onion,small,dull,round,organic
Garlic,large,vibrant,round,fertilized
Grapes,small,neutral,irregular,organic
Ivy gourd,medium,vibrant,round,fertilized
Garlic,medium,neutral,round,organic
Garlic,medium,neutral,elongated,organic
Onion,small,dull,round,fertilized
Garlic,small,dull,round,organic
Banana,large,dull,oval,fertilized
Apple,small,dull,irregular,organic
Papaya,large,vibrant,round,fertilized
Grapes,small,neutral,oval,organic
Guava,large,vibrant,irregular,fertilized
Pomegranate,medium,vibrant,oval,fertilized
Pomegranate,medium,neutral,round,organic
Guava,large,vibrant,oval,fertilized
Onion,medium,vibrant,round,fertilized
Guava,medium,vibrant,irregular,fertilized
Orange,small,dull,round,organic
Guava,small,dull,irregular,organic
Guava,small,dull,elongated,organic
Apple,small,irregular,irregular,organic
Papaya,small,vibrant,round,organic
Sapota,medium,neutral,round,organic
Carrot,large,irregular,elongated,fertilized
Brinjal,medium,vibrant,oval,organic
Pomegranate,large,vibrant,oval,fertilized
Ivy gourd,large,dull,round,organic
Beetroot,medium,vibrant,elongated,fertilized
Sapota,large,dull,round,organic
Carrot,small,dull,elongated,organic
Guava,medium,neutral,oval,organic
Ivy gourd,large,vibrant,oval,fertilized
Pomegranate,large,vibrant,oval,fertilized
Pomegranate,small,dull,round,organic
Guava,medium,dull,elongated,organic
Onion,large,vibrant,oval,fertilized
Pomegranate,medium,dull,round,organic
Orange,small,dull,oval,organic
Ivy gourd,medium,dull,elongated,organic
Carrot,medium,irregular,round,organic
Mango,large,dull,oval,fertilized
Onion,medium,dull,irregular,organic
Grapes,large,dull,elongated,fertilized
Mango,medium,vibrant,oval,fertilized
Guava,small,dull,oval,organic
Carrot,small,dull,round,organic
Garlic,large,neutral,oval,fertilized
Banana,small,dull,round,organic
Grapes,small,dull,irregular,organic
Brinjal,small,vibrant,oval,fertilized
Ivy gourd,medium,vibrant,oval,organic
Ivy gourd,small,dull,elongated,organic
Beetroot,medium,dull,round,organic
Grapes,large,vibrant,oval,fertilized
Papaya,medium,dull,oval,organic
Brinjal,small,dull,round,organic
Ivy gourd,medium,dull,irregular,organic
Papaya,large,vibrant,round,fertilized
Ivy gourd,medium,dull,round,organic
Mango,large,neutral,elongated,organic
Sapota,medium,irregular,elongated,fertilized
Orange,medium,vibrant,round,fertilized
Grapes,large,vibrant,round,fertilized
Papaya,medium,vibrant,elongated,fertilized
Garlic,medium,irregular,oval,fertilized
Carrot,large,vibrant,round,fertilized
Pomegranate,medium,vibrant,round,fertilized
Mango,medium,neutral,oval,fertilized
Papaya,large,vibrant,round,fertilized
Ivy gourd,large,vibrant,round,fertilized
Pomegranate,large,vibrant,oval,fertilized
Grapes,medium,vibrant,oval,organic
Beetroot,small,dull,oval,organic
Onion,large,vibrant,round,fertilized
Mango,large,vibrant,oval,fertilized
Garlic,small,neutral,oval,fertilized
Carrot,small,vibrant,round,organic
Garlic,medium,irregular,irregular,fertilized
Guava,large,vibrant,oval,fertilized
Onion,large,neutral,round,fertilized
Guava,small,dull,oval,organic
Beetroot,medium,neutral,round,organic
Apple,medium,neutral,irregular,organic
Apple,large,vibrant,oval,fertilized
Papaya,small,neutral,oval,organic
Apple,medium,dull,oval,organic
Beetroot,small,irregular,round,fertilized
Orange,small,vibrant,round,fertilized
Papaya,medium,vibrant,round,fertilized
Sapota,small,neutral,irregular,organic
Papaya,small,dull,elongated,organic
Pomegranate,large,dull,round,fertilized
Orange,small,vibrant,round,organic
Pomegranate,large,vibrant,round,fertilized
Mango,small,vibrant,elongated,organic
Papaya,large,vibrant,oval,fertilized
Papaya,large,neutral,round,fertilized
Grapes,medium,neutral,oval,organic
Garlic,medium,irregular,round,fertilized
Beetroot,large,vibrant,oval,fertilized
Beetroot,medium,dull,round,organic
Pomegranate,small,dull,round,fertilized
Papaya,medium,vibrant,irregular,fertilized
Banana,small,neutral,round,organic
Guava,small,vibrant,round,organic
Papaya,small,neutral,oval,fertilized
Apple,large,vibrant,oval,fertilized
Mango,large,vibrant,round,fertilized
Brinjal,large,vibrant,round,fertilized
Ivy gourd,large,vibrant,oval,fertilized
Banana,large,vibrant,round,fertilized
Banana,large,neutral,irregular,fertilized
Beetroot,large,neutral,oval,fertilized
Guava,small,dull,round,organic
Brinjal,large,vibrant,irregular,fertilized
Mango,large,dull,oval,fertilized
Apple,medium,vibrant,round,fertilized
Brinjal,large,vibrant,oval,fertilized
Sapota,medium,dull,round,organic
Pomegranate,large,vibrant,oval,fertilized
Carrot,large,neutral,round,fertilized
Apple,large,vibrant,round,fertilized
Mango,large,vibrant,irregular,fertilized
Carrot,large,vibrant,round,fertilized
Garlic,medium,dull,oval,fertilized
Carrot,large,vibrant,oval,fertilized
Beetroot,large,vibrant,irregular,fertilized
Carrot,large,dull,oval,fertilized
Carrot,medium,neutral,oval,organic
Apple,small,dull,round,fertilized
Orange,medium,vibrant,round,fertilized
Brinjal,small,neutral,round,organic
Grapes,small,dull,round,organic
Beetroot,medium,neutral,round,organic
Beetroot,large,vibrant,elongated,fertilized
Mango,small,neutral,elongated,organic
Guava,large,vibrant,round,fertilized
Sapota,large,neutral,oval,organic
Banana,medium,dull,irregular,organic
Onion,large,vibrant,elongated,fertilized
Ivy gourd,medium,neutral,oval,organic
Orange,large,vibrant,oval,fertilized
Orange,medium,dull,round,organic
Guava,large,vibrant,oval,fertilized
Sapota,large,vibrant,oval,fertilized
Garlic,medium,vibrant,elongated,organic
Grapes,small,dull,round,organic
Banana,small,irregular,round,organic
Grapes,medium,irregular,round,organic
Pomegranate,medium,dull,irregular,organic
Garlic,medium,dull,oval,fertilized
Sapota,large,vibrant,round,fertilized
Guava,large,vibrant,oval,fertilized
Grapes,large,irregular,round,fertilized
Guava,large,dull,oval,fertilized
Brinjal,small,vibrant,round,fertilized
Grapes,medium,neutral,elongated,organic
Banana,medium,vibrant,round,fertilized
Sapota,large,vibrant,oval,fertilized
Beetroot,small,vibrant,irregular,organic
Papaya,large,vibrant,round,fertilized
Guava,large,neutral,round,organic
Papaya,small,irregular,oval,organic
Apple,large,vibrant,elongated,organic
Apple,large,vibrant,round,fertilized
Ivy gourd,medium,irregular,round,fertilized
Apple,large,vibrant,irregular,fertilized
Ivy gourd,small,dull,oval,organic
Carrot,large,dull,oval,fertilized
Mango,medium,dull,oval,organic
Ivy gourd,small,dull,irregular,organic
Apple,large,vibrant,round,fertilized
Apple,small,dull,round,organic
Sapota,large,irregular,round,fertilized
Papaya,large,vibrant,oval,fertilized
Mango,small,dull,round,organic
Orange,small,dull,oval,organic
Apple,medium,neutral,round,fertilized
Apple,large,vibrant,round,fertilized
Garlic,large,vibrant,oval,fertilized
Ivy gourd,large,irregular,round,fertilized
Orange,small,dull,oval,organic
Carrot,large,vibrant,oval,fertilized
Apple,large,neutral,oval,fertilized
Guava,medium,dull,irregular,organic
Onion,small,irregular,oval,organic
Banana,large,vibrant,oval,fertilized
Carrot,medium,neutral,round,organic
Sapota,medium,vibrant,oval,fertilized
Papaya,medium,neutral,round,organic
Apple,medium,dull,elongated,organic
Grapes,medium,dull,irregular,organic
Garlic,medium,irregular,elongated,organic
Sapota,medium,vibrant,oval,fertilized
Garlic,large,irregular,round,organic
Pomegranate,medium,dull,oval,organic
Pomegranate,medium,neutral,round,organic
Beetroot,small,vibrant,round,organic
Pomegranate,large,irregular,round,fertilized
Pomegranate,large,vibrant,oval,fertilized
Onion,large,vibrant,oval,fertilized
Pomegranate,small,dull,round,organic
Apple,medium,dull,irregular,organic
Pomegranate,large,irregular,elongated,fertilized
Banana,large,vibrant,elongated,fertilized
Ivy gourd,small,dull,round,organic
Garlic,large,vibrant,oval,fertilized
Guava,medium,dull,round,organic
Brinjal,medium,dull,irregular,organic
Ivy gourd,small,vibrant,oval,fertilized
Papaya,small,dull,round,organic
Onion,large,vibrant,oval,fertilized
Carrot,small,vibrant,round,fertilized
Mango,medium,vibrant,irregular,fertilized
Mango,large,vibrant,round,fertilized
Mango,small,dull,oval,organic
Grapes,large,vibrant,round,fertilized
Ivy gourd,medium,neutral,oval,organic
Pomegranate,medium,irregular,oval,fertilized
Orange,large,vibrant,round,fertilized
Beetroot,large,vibrant,oval,fertilized
Onion,medium,vibrant,round,fertilized
Papaya,small,dull,irregular,organic
